Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Both animal categories,"",-,-,398,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,186,Animal,19,8,0,12,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,929,Animal,125,46,23,56,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,609,Animal,190,99,0,110,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,93,Animal,47,19,9,20,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,634,Animal,22,9,6,7,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,7436,Animal,24,12,6,6,-
2005,Jul-Dec 2005,Africa,Algeria,"Algeria","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Africa,Angola,"Huila","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Angola,"Huila","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,412,Animal,8,0,0,8,404
2005,Jul-Dec 2005,Africa,Botswana,"Francistown (2005-2010)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Botswana,"Francistown (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,111,Animal,3,-,0,3,-
2005,Jul-Dec 2005,Africa,Botswana,"Francistown (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,18,Animal,9,-,0,7,-
2005,Jul-Dec 2005,Africa,Botswana,"Francistown (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,148,Animal,8,-,0,7,-
2005,Jul-Dec 2005,Africa,Botswana,"Gaborone (2005-2010)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Botswana,"Gaborone (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,2,Animal,1,-,0,1,10
2005,Jul-Dec 2005,Africa,Botswana,"Gaborone (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,1,-,-,1,1
2005,Jul-Dec 2005,Africa,Botswana,"Ghanzi (2005-2010)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Botswana,"Ghanzi (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,419,Animal,1,-,0,1,-
2005,Jul-Dec 2005,Africa,Botswana,"Ghanzi (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,3,Animal,2,-,0,1,-
2005,Jul-Dec 2005,Africa,Botswana,"Ghanzi (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,2,Animal,1,-,0,1,-
2005,Jul-Dec 2005,Africa,Botswana,"Mahalapye (2005-2010)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Botswana,"Mahalapye (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,7,Animal,2,-,0,1,-
2005,Jul-Dec 2005,Africa,Botswana,"Maun (2005-2010)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Botswana,"Maun (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,4,Animal,2,-,0,2,937
2005,Jul-Dec 2005,Africa,Botswana,"Maun (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,24,Animal,1,-,0,1,35
2005,Jul-Dec 2005,Africa,Botswana,"Selibe Phikwe (2005-2010)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Botswana,"Selibe Phikwe (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,34,Animal,2,-,-,2,-
2005,Jul-Dec 2005,Africa,Botswana,"Selibe Phikwe (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,6,Animal,4,-,0,3,-
2005,Jul-Dec 2005,Africa,Botswana,"Selibe Phikwe (2005-2010)","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,93,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Africa,Burkina Faso,"Burkina Faso","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Burkina Faso,"Burkina Faso","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,77,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Africa,Burundi,"Burundi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,12,-,-,-,-
2005,Jul-Dec 2005,Africa,Eritrea,"Serejeka","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Eritrea,"Serejeka","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,105,Animal,2,0,0,2,600
2005,Jul-Dec 2005,Africa,Eswatini,"Hhohho","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Eswatini,"Hhohho","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1194,Animal,1,0,0,1,10
2005,Jul-Dec 2005,Africa,Eswatini,"Hhohho","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,0,0,-,16
2005,Jul-Dec 2005,Africa,Eswatini,"Lubombo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Eswatini,"Lubombo","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Eswatini,"Manzini","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Eswatini,"Manzini","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1194,Animal,1,0,0,1,20
2005,Jul-Dec 2005,Africa,Eswatini,"Manzini","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,120,Animal,1,1,0,0,39
2005,Jul-Dec 2005,Africa,Ethiopia,"Ethiopia","Rabies virus (Inf. with)","",Both animal categories,"",-,-,17,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Ethiopia,"Ethiopia","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2500,Animal,5,0,0,5,0
2005,Jul-Dec 2005,Africa,Ethiopia,"Ethiopia","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,3360,Animal,37,10,0,27,3000
2005,Jul-Dec 2005,Africa,Ethiopia,"Ethiopia","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1300,Animal,4,0,0,4,0
2005,Jul-Dec 2005,Africa,Ethiopia,"Ethiopia","Rabies virus (Inf. with)","",Domestic,"Sheep/goats (mixed herd)",-,-,-,4900,Animal,10,4,0,9,0
2005,Jul-Dec 2005,Africa,Ghana,"Brong-Ahafo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Ghana,"Brong-Ahafo","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,47,Animal,1,0,0,1,1075
2005,Jul-Dec 2005,Africa,Ghana,"Central","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Ghana,"Central","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,176,Animal,2,0,0,2,944
2005,Jul-Dec 2005,Africa,Ghana,"Greater Accra","Rabies virus (Inf. with)","",Both animal categories,"",-,-,22,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Ghana,"Greater Accra","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1522,Animal,34,0,0,34,5127
2005,Jul-Dec 2005,Africa,Guinea,"Labe","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Guinea,"Labe","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,5,Animal,1,0,0,0,0
2005,Jul-Dec 2005,Africa,Guinea,"Macenta","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Guinea,"Macenta","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,7,Animal,2,0,0,0,3
2005,Jul-Dec 2005,Africa,Kenya,"Central (2005-2016)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Central (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Central (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Central (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Central (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Eastern (2005-2016)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Eastern (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Eastern (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Nairobi Area (2005-2016)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Nairobi Area (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Rift Valley (2005-2016)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,14,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Rift Valley (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Rift Valley (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Rift Valley (2005-2016)","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Western (2005-2016)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Kenya,"Western (2005-2016)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Berea","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Berea","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Africa,Lesotho,"Maseru","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Maseru","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Africa,Lesotho,"Maseru","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,1,0,1,0
2005,Jul-Dec 2005,Africa,Lesotho,"Mohale'S Hoek","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Mohale'S Hoek","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,1,Animal,1,1,0,0,0
2005,Jul-Dec 2005,Africa,Lesotho,"Mohale'S Hoek","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,14,Animal,14,0,0,14,8
2005,Jul-Dec 2005,Africa,Lesotho,"Qacha'S Nek","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Qacha'S Nek","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,105,Animal,1,0,0,1,105
2005,Jul-Dec 2005,Africa,Lesotho,"Quthing","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Quthing","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,25,Animal,1,0,0,1,25
2005,Jul-Dec 2005,Africa,Lesotho,"Quthing","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Africa,Lesotho,"Thaba Tseka","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Lesotho,"Thaba Tseka","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,324,Animal,7,2,0,5,378
2005,Jul-Dec 2005,Africa,Madagascar,"Madagascar","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,587,Animal,2,-,-,2,-
2005,Jul-Dec 2005,Africa,Madagascar,"Madagascar","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,65,-,-,33,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,6,-,-,6,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Domestic,"Swine",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Africa,Malawi,"Central","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,2,-,-,2,-
2005,Jul-Dec 2005,Africa,Malawi,"Northern","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Malawi,"Northern","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,4,-,-,4,8512
2005,Jul-Dec 2005,Africa,Malawi,"Southern","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Malawi,"Southern","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,25,-,-,25,-
2005,Jul-Dec 2005,Africa,Mauritania,"Nouakchott","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Mauritania,"Nouakchott","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,9,-,-,9,1500
2005,Jul-Dec 2005,Africa,Mozambique,"Gaza","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Mozambique,"Gaza","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,100,Animal,2,2,-,0,-
2005,Jul-Dec 2005,Africa,Mozambique,"Inhambane","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Mozambique,"Inhambane","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,1,1,-,0,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Both animal categories,"",-,-,158,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,3,Animal,3,0,0,3,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2041,Animal,48,0,0,46,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,156,Animal,132,0,0,132,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,240,Animal,25,0,0,23,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,530,Animal,26,0,0,16,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Domestic,"Swine",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Africa,Namibia,"Namibia","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,59,Animal,25,0,0,25,-
2005,Jul-Dec 2005,Africa,Nigeria,"Nigeria","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Nigeria,"Nigeria","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,1,0,0,0
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Both animal categories,"",-,-,150,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,4,0,0,4,7
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,22,10,0,12,1356
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,98,60,0,38,12362
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,5,3,0,2,180
2005,Jul-Dec 2005,Africa,South Africa,"South Africa","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,37,13,0,24,20
2005,Jul-Dec 2005,Africa,Sudan,"Khartoum (2005-2011)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Sudan,"Khartoum (2005-2011)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,14,Animal,1,0,0,1,13
2005,Jul-Dec 2005,Africa,Sudan,"Sennar (2005-2011)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Sudan,"Sennar (2005-2011)","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,30,Animal,3,0,0,3,27
2005,Jul-Dec 2005,Africa,Tanzania,"Arusha","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Arusha","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Dar-Es-Salaam","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Dar-Es-Salaam","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Dodoma","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Dodoma","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Iringa","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Iringa","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,197,Animal,3,0,0,3,0
2005,Jul-Dec 2005,Africa,Tanzania,"Kigoma","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Kigoma","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Kilimanjaro","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Kilimanjaro","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,369,Animal,2,1,0,1,0
2005,Jul-Dec 2005,Africa,Tanzania,"Mara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Mara","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Mbeya","Rabies virus (Inf. with)","",Both animal categories,"",-,-,15,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Mbeya","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Morogoro","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Morogoro","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Mwanza","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Mwanza","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Pwani","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Pwani","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Ruvuma","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Ruvuma","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Shinyanga","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Shinyanga","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Tabora","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Tabora","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Tanga","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tanzania,"Tanga","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Togo,"Région Centrale","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Togo,"Région Centrale","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,656,Animal,10,0,4,6,-
2005,Jul-Dec 2005,Africa,Togo,"Région De La Kara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Togo,"Région De La Kara","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1610,Animal,12,0,9,3,-
2005,Jul-Dec 2005,Africa,Togo,"Région Des Plateaux","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Togo,"Région Des Plateaux","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,365,Animal,6,0,0,6,-
2005,Jul-Dec 2005,Africa,Togo,"Région Maritime","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Togo,"Région Maritime","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,515,Animal,8,0,0,8,-
2005,Jul-Dec 2005,Africa,Tunisia,"Beja","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tunisia,"Beja","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Africa,Tunisia,"Beja","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Africa,Tunisia,"Ben Arous","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tunisia,"Ben Arous","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Africa,Tunisia,"Ben Arous","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,0,0,1,0
2005,Jul-Dec 2005,Africa,Tunisia,"Gabes","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Tunisia,"Gabes","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,3,Animal,3,0,1,2,-
2005,Jul-Dec 2005,Africa,Tunisia,"Gafsa","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
