Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2005,Jul-Dec 2005,Asia,Armenia,"Armenia","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,3,-,-,-,-
2005,Jul-Dec 2005,Asia,Armenia,"Armenia","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Asia,Armenia,"Armenia","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Asia,Armenia,"Armenia","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Asia,Azerbaijan,"Azerbaijan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Azerbaijan,"Azerbaijan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,3,Animal,3,0,0,3,0
2005,Jul-Dec 2005,Asia,Azerbaijan,"Azerbaijan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,27391,Animal,2,0,0,2,27389
2005,Jul-Dec 2005,Asia,Azerbaijan,"Azerbaijan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,3,0,0,3,0
2005,Jul-Dec 2005,Asia,Bhutan,"Sarpang","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Bhutan,"Sarpang","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Bhutan,"Sarpang","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Bhutan,"Trashigang","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Bhutan,"Trashigang","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,22,0,0,9,-
2005,Jul-Dec 2005,Asia,Bhutan,"Trashigang","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,9,4,-,-,424
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Anhui","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Anhui","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,4,49,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Guangdong","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Guangdong","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,1,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Guangxi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,21,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Guangxi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,27,308,-,9,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Guizhou","Rabies virus (Inf. with)","",Both animal categories,"",-,-,14,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Guizhou","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,58,755,-,16,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Henan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Henan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,5,0,-,5,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Hubei","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Hubei","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,13,86,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Hunan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Hunan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,16,269,-,2,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Jiangxi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Jiangxi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,3,4,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Yunnan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Yunnan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,1494,-,1,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Zhejiang","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),"Zhejiang","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,7,126,-,5,-
2005,Jul-Dec 2005,Asia,Georgia,"Tbilisi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,12,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Georgia,"Tbilisi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,395,Animal,32,0,0,32,11242
2005,Jul-Dec 2005,Asia,India,"Andhra Pradesh","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,India,"Andhra Pradesh","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,6,-,-,6,-
2005,Jul-Dec 2005,Asia,India,"Goa","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,India,"Goa","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,-,-,2,-
2005,Jul-Dec 2005,Asia,India,"Gujarat","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,India,"Gujarat","Rabies virus (Inf. with)","",Domestic,"Buffaloes",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Asia,India,"Himachal Pradesh","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,India,"Himachal Pradesh","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Asia,India,"Pondicherry","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,India,"Pondicherry","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Asia,India,"West Bengal","Rabies virus (Inf. with)","",Both animal categories,"",-,-,10,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,India,"West Bengal","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,28,-,-,28,-
2005,Jul-Dec 2005,Asia,Iran,"Ardebil","Rabies virus (Inf. with)","",Both animal categories,"",-,-,26,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Ardebil","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,40,Animal,25,15,0,10,-
2005,Jul-Dec 2005,Asia,Iran,"Ardebil","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Ardebil","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,4,Animal,4,4,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Ardebil","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Bushehr","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Bushehr","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Chahar Mahal&Bakhtiyari","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Chahar Mahal&Bakhtiyari","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,4,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"East Azarbayejan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,20,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"East Azarbayejan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,5,Animal,5,1,0,4,-
2005,Jul-Dec 2005,Asia,Iran,"East Azarbayejan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,9,Animal,9,5,0,4,-
2005,Jul-Dec 2005,Asia,Iran,"East Azarbayejan","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"East Azarbayejan","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,5,Animal,5,4,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"East Azarbayejan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Esfahan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Esfahan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Esfahan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Fars","Rabies virus (Inf. with)","",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Fars","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,5,Animal,5,0,0,5,-
2005,Jul-Dec 2005,Asia,Iran,"Fars","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Golestan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,17,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Golestan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,16,Animal,16,2,0,14,-
2005,Jul-Dec 2005,Asia,Iran,"Golestan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,4,Animal,4,1,0,3,-
2005,Jul-Dec 2005,Asia,Iran,"Golestan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Hamadan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,14,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Hamadan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,6,Animal,6,5,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Hamadan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Hamadan","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Hamadan","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,24,Animal,15,13,0,2,-
2005,Jul-Dec 2005,Asia,Iran,"Hamadan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,4,Animal,4,4,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Ilam","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Ilam","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Kerman","Rabies virus (Inf. with)","",Both animal categories,"",-,-,17,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Kerman","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,11,Animal,11,0,0,11,-
2005,Jul-Dec 2005,Asia,Iran,"Kerman","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,1,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Kerman","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Kerman","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Kerman","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,7,Animal,7,4,0,3,-
2005,Jul-Dec 2005,Asia,Iran,"Kermanshah","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Kermanshah","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,9,Animal,9,0,0,9,-
2005,Jul-Dec 2005,Asia,Iran,"Kermanshah","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Iran,"Khuzestan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Khuzestan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Kohkiloyeh&Boyerahmad","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Kohkiloyeh&Boyerahmad","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Kordestan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Kordestan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Kordestan","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Kordestan","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Kordestan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Markazi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Markazi","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2,Animal,2,1,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Markazi","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Mazandaran","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Mazandaran","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,5,Animal,5,2,0,3,-
2005,Jul-Dec 2005,Asia,Iran,"Mazandaran","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,2,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Mazandaran","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,6,Animal,6,0,0,6,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,21,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,5,Animal,5,2,0,3,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,14,Animal,12,7,0,5,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,19,Animal,7,4,0,3,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"North Khorasan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Qazvin","Rabies virus (Inf. with)","",Both animal categories,"",-,-,15,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Qazvin","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,31,Animal,8,2,0,6,-
2005,Jul-Dec 2005,Asia,Iran,"Qazvin","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Iran,"Qazvin","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,9,Animal,5,2,0,3,-
2005,Jul-Dec 2005,Asia,Iran,"Qazvin","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,3,Animal,3,2,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Qom","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Qom","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"West Azarbayejan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"West Azarbayejan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"West Azarbayejan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Yazd","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Yazd","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Iran,"Yazd","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,5,Animal,5,0,0,5,-
2005,Jul-Dec 2005,Asia,Iran,"Yazd","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,17,Animal,17,1,0,16,-
2005,Jul-Dec 2005,Asia,Iran,"Yazd","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,1,Animal,1,1,0,0,-
2005,Jul-Dec 2005,Asia,Iran,"Zanjan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Iran,"Zanjan","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,4,Animal,3,2,0,1,-
2005,Jul-Dec 2005,Asia,Israel,"Hazafon","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Israel,"Hazafon","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,8,-,-,8,-
2005,Jul-Dec 2005,Asia,Israel,"Hazafon","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,5,-,-,5,-
2005,Jul-Dec 2005,Asia,Israel,"Hazafon","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,2,-,-,2,-
2005,Jul-Dec 2005,Asia,Jordan,"Al Mafraq","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Jordan,"Al Mafraq","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Jordan,"Irbid","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Jordan,"Irbid","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,3,0,0,3,-
2005,Jul-Dec 2005,Asia,Jordan,"Irbid","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Jordan,"Irbid","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,3,0,0,3,-
2005,Jul-Dec 2005,Asia,Kyrgyzstan,"Kyrgyzstan","Rabies virus (Inf. with)","RABV",Both animal categories,"",-,-,19,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Kyrgyzstan,"Kyrgyzstan","Rabies virus (Inf. with)","RABV",Domestic,"Cats",-,-,-,130,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Asia,Kyrgyzstan,"Kyrgyzstan","Rabies virus (Inf. with)","RABV",Domestic,"Cattle",-,-,-,530,Animal,8,0,0,8,4090
2005,Jul-Dec 2005,Asia,Kyrgyzstan,"Kyrgyzstan","Rabies virus (Inf. with)","RABV",Domestic,"Dogs",-,-,-,-,Animal,7,0,0,7,13349
2005,Jul-Dec 2005,Asia,Kyrgyzstan,"Kyrgyzstan","Rabies virus (Inf. with)","RABV",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,2,0,0,2,0
2005,Jul-Dec 2005,Asia,Mongolia,"Darkhan-Uul","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Mongolia,"Darkhan-Uul","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Mongolia,"Govi-Altai","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Mongolia,"Govi-Altai","Rabies virus (Inf. with)","",Domestic,"Camelidae",-,-,-,-,Animal,2,1,0,1,-
2005,Jul-Dec 2005,Asia,Mongolia,"Tuv","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Mongolia,"Tuv","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Mongolia,"Zavkhan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Mongolia,"Zavkhan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Myanmar,"Myanmar","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Camelidae",-,-,-,-,Animal,3,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,9,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,1,Animal,14,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Domestic,"Sheep/goats (mixed herd)",-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Oman,"Oman","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,3,-,-,-,0
2005,Jul-Dec 2005,Asia,Philippines,"Philippines","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,510,-,-,510,-
2005,Jul-Dec 2005,Asia,Philippines,"Philippines","Rabies virus (Inf. with)","",Domestic,"Swine",-,-,-,-,Animal,15,-,-,15,-
2005,Jul-Dec 2005,Asia,Saudi Arabia,"Saudi Arabia","Rabies virus (Inf. with)","",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Saudi Arabia,"Saudi Arabia","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,6,Animal,6,6,-,0,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Ampara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Ampara","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Anuradhapura","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Anuradhapura","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,4,0,0,4,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Badulla","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Badulla","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Galle","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,"Galle","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,13,0,0,13,-
