Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2009,Jul-Dec 2009,Asia,Philippines,"Philippines","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,3,0,0,3,-
2009,Jul-Dec 2009,Asia,Philippines,"Philippines","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,266,0,0,266,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ampara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ampara","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,13,0,0,13,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ampara","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ampara","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,25,0,0,25,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Anuradhapura","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Anuradhapura","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,8,0,0,8,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Badulla","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Badulla","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Batticaloa","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Batticaloa","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,4,0,0,4,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,4,0,0,4,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Colombo","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Galle","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Galle","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Galle","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Gampaha","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Gampaha","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Hambantota","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Hambantota","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Jaffna","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Jaffna","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,4,0,0,4,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Jaffna","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Jaffna","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kalutara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kalutara","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kalutara","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kandy","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kandy","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kegalle","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kegalle","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kilinochchi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kilinochchi","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kurunegala","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kurunegala","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,5,0,0,5,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Kurunegala","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,13,0,0,13,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Matara","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Matara","Rabies virus (Inf. with)","",Domestic,"Buffaloes",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Matara","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Matara","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,14,0,0,14,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Matara","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Moneragala","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Moneragala","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Puttalam","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Puttalam","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Puttalam","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Puttalam","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,-,Animal,6,0,0,6,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ratnapura","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ratnapura","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ratnapura","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Ratnapura","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Trincomalee","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Sri Lanka,"Trincomalee","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,4,0,0,4,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Trincomalee","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,8,0,0,8,0
2009,Jul-Dec 2009,Asia,Sri Lanka,"Trincomalee","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Syria,"Dayr Az Zawr","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Syria,"Dayr Az Zawr","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,6,Animal,6,5,0,1,0
2009,Jul-Dec 2009,Asia,Tajikistan,"District Of Republic Subordination","Rabies virus (Inf. with)","",Both animal categories,"",-,-,11,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Tajikistan,"District Of Republic Subordination","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,518,Animal,8,0,0,8,636
2009,Jul-Dec 2009,Asia,Tajikistan,"District Of Republic Subordination","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2741,Animal,24,0,0,24,3256
2009,Jul-Dec 2009,Asia,Tajikistan,"Khatlon","Rabies virus (Inf. with)","",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Tajikistan,"Khatlon","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,624,Animal,5,0,0,5,748
2009,Jul-Dec 2009,Asia,Tajikistan,"Khatlon","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,528,Animal,5,0,0,5,656
2009,Jul-Dec 2009,Asia,Tajikistan,"Sugd","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Tajikistan,"Sugd","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,121,Animal,3,0,0,3,136
2009,Jul-Dec 2009,Asia,Tajikistan,"Sugd","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,125,Animal,5,0,0,5,145
2009,Jul-Dec 2009,Asia,Thailand,"Buri Ram","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Buri Ram","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,2,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Thailand,"Chon Buri","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Chon Buri","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Kanchanaburi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Kanchanaburi","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Kanchanaburi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,8,Animal,8,0,0,8,0
2009,Jul-Dec 2009,Asia,Thailand,"Krung Thep Maha Nakhon (Bangkok)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,43,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Krung Thep Maha Nakhon (Bangkok)","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,6,Animal,6,0,0,6,0
2009,Jul-Dec 2009,Asia,Thailand,"Krung Thep Maha Nakhon (Bangkok)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,46,Animal,46,0,0,46,0
2009,Jul-Dec 2009,Asia,Thailand,"Nakhon Si Thammarat","Rabies virus (Inf. with)","",Both animal categories,"",-,-,10,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Nakhon Si Thammarat","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Thailand,"Nakhon Si Thammarat","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,8,Animal,8,0,0,8,0
2009,Jul-Dec 2009,Asia,Thailand,"Nonthaburi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Nonthaburi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,8,Animal,8,0,0,8,0
2009,Jul-Dec 2009,Asia,Thailand,"Pathum Thani","Rabies virus (Inf. with)","",Both animal categories,"",-,-,14,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Pathum Thani","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,14,Animal,14,0,0,14,0
2009,Jul-Dec 2009,Asia,Thailand,"Phatthalung","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Phatthalung","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Phra Nakhon Si Ayutthaya","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Phra Nakhon Si Ayutthaya","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,5,Animal,5,0,0,5,0
2009,Jul-Dec 2009,Asia,Thailand,"Ratchaburi","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Ratchaburi","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Thailand,"Rayong","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Rayong","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Thailand,"Sa Kaeo","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Sa Kaeo","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,3,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Thailand,"Samut Prakan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Samut Prakan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,7,Animal,7,0,0,7,0
2009,Jul-Dec 2009,Asia,Thailand,"Samut Sakhon","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Samut Sakhon","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Si Sa Ket","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Si Sa Ket","Rabies virus (Inf. with)","",Domestic,"Buffaloes",-,-,-,3,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Thailand,"Si Sa Ket","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Si Sa Ket","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Songkhla","Rabies virus (Inf. with)","",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Songkhla","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Thailand,"Songkhla","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,3,Animal,3,0,0,3,0
2009,Jul-Dec 2009,Asia,Thailand,"Suphan Buri","Rabies virus (Inf. with)","",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Suphan Buri","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,6,Animal,6,0,0,6,0
2009,Jul-Dec 2009,Asia,Thailand,"Surat Thani","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Surat Thani","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Trang","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Trang","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,1,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Thailand,"Ubon Ratchathani","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Thailand,"Ubon Ratchathani","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,2,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Adana (2005-2009)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Adana (2005-2009)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,6,6,0,0,732
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Adana (2005-2009)","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,3,0,0,3,97
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Adana (2005-2009)","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,1,1,0,0,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Adana (2005-2009)","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,1,0,0,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Afyon","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Afyon","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,6,Animal,-,0,0,0,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Aydin","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Aydin","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,6,Animal,2,0,0,2,224
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Aydin","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,0,0,0,0,23
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Aydin","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,2,Animal,0,0,0,0,234
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Balikesir","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Balikesir","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,1,0,0,1,10
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Balikesir","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,9,Animal,1,1,0,0,42
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Balikesir","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Balikesir","Rabies virus (Inf. with)","",Domestic,"Sheep",-,-,-,1,Animal,0,0,0,0,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Batman","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Batman","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,2,2,0,0,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Batman","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,1,0,0,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Burdur","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Burdur","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,0,0,0,0,19
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Burdur","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,29,Animal,3,0,0,3,430
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Burdur","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,1,0,0,1,5
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Burdur","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,-,Animal,0,0,0,0,1
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Diyarbakir","Rabies virus (Inf. with)","",Both animal categories,"",-,-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Diyarbakir","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,1,Animal,0,0,0,0,1
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Diyarbakir","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,14,Animal,3,2,0,1,208
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Diyarbakir","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,7,Animal,1,0,0,1,12
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Diyarbakir","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,1,Animal,0,0,0,0,1
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Elazig","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Elazig","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,3,Animal,1,1,0,0,6
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Elazig","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,0,0,0,0,4
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Elazig","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,2,Animal,0,0,0,0,4
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Elazig","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzincan","Rabies virus (Inf. with)","",Both animal categories,"",-,-,10,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzincan","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,272,Animal,3,0,0,3,60
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzincan","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,26,Animal,2,0,0,2,64
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzincan","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,6,0,0,6,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzurum","Rabies virus (Inf. with)","",Both animal categories,"",-,-,7,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzurum","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,1,Animal,1,0,0,1,1
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzurum","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2,Animal,3,0,0,3,107
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzurum","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,4,Animal,4,1,0,3,10
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Erzurum","Rabies virus (Inf. with)","",Domestic,"Equidae",-,-,-,0,Animal,0,0,0,0,2
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Gumushane","Rabies virus (Inf. with)","",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Gumushane","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,2,0,0,2,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Gumushane","Rabies virus (Inf. with)","",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hakkari","Rabies virus (Inf. with)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hakkari","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,2,Animal,2,2,0,0,10
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hakkari","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,-,Animal,0,0,0,0,5
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hatay","Rabies virus (Inf. with)","",Both animal categories,"",-,-,9,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hatay","Rabies virus (Inf. with)","",Domestic,"Cats",-,-,-,-,Animal,1,0,0,1,2
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hatay","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,2,Animal,2,0,0,2,3
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hatay","Rabies virus (Inf. with)","",Domestic,"Dogs",-,-,-,5,Animal,5,0,0,5,64
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Hatay","Rabies virus (Inf. with)","",Domestic,"Goats",-,-,-,30,Animal,1,0,0,1,0
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Igdir (2005-2009)","Rabies virus (Inf. with)","",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Asia,Türkiye (Rep. of),"Igdir (2005-2009)","Rabies virus (Inf. with)","",Domestic,"Cattle",-,-,-,-,Animal,2,0,0,2,0
